,crosstalk,distance,error,pix1,pix2
54,4.690709234734117e-06,8.0,1.1507970910674744e-06,1,9
55,3.0865263906506647e-06,9.0,6.036534777245213e-07,1,10
56,3.373923724228865e-06,10.0,3.6150067841991296e-07,1,11
57,0.0001378727191419029,1.4142135623730951,6.260705685127e-06,1,12
58,0.0009126575557864122,1.0,1.6086387030960413e-05,1,13
59,0.00014579119290287845,1.4142135623730951,6.437142117406996e-06,1,14
60,1.4138680324608298e-05,2.23606797749979,9.502528550073206e-07,1,15
61,6.439535119141749e-06,3.1622776601683795,1.3501489093156433e-06,1,16
62,6.728552394336764e-06,4.123105625617661,1.2590019419865724e-06,1,17
63,7.602497775830828e-06,5.0990195135927845,1.4314485955052572e-06,1,18
64,7.20597531630331e-06,6.082762530298219,1.4254970965807512e-06,1,19
65,5.098662991146334e-06,7.0710678118654755,1.0646214331895383e-06,1,20
66,3.0129436166785875e-06,8.06225774829855,6.076591920955966e-07,1,21
67,1.7626801897140527e-06,9.055385138137417,7.031617617931507e-07,1,22
68,2.8281609294823826e-06,10.04987562112089,8.820415749190918e-07,1,23
69,1.1298212462347385e-05,2.23606797749979,7.867115443924977e-07,1,24
70,1.4204194193532326e-05,2.0,1.9995633734943076e-06,1,25
71,8.980059446224771e-06,2.23606797749979,1.584539577632026e-06,1,26
72,8.005169727894708e-06,2.8284271247461903,1.2902068728552124e-06,1,27
73,9.63531891206844e-06,3.605551275463989,1.6446363831862063e-06,1,28
74,6.944866385707584e-06,4.47213595499958,1.2929041759943912e-06,1,29
75,4.991101287214089e-06,5.385164807134504,1.1876297942822222e-06,1,30
76,3.704365220407212e-06,6.324555320336759,9.957593335617402e-07,1,31
77,5.951543593384709e-06,7.280109889280518,3.1993999250499815e-07,1,32
78,2.8618545337003046e-06,8.246211251235321,8.881524695889997e-07,1,33
79,3.2045117492566617e-06,9.219544457292887,2.1724899835158234e-07,1,34
80,2.2986754105375725e-06,10.198039027185569,7.167787505947283e-07,1,35
81,6.721444852669168e-06,3.1622776601683795,1.3611401701728009e-06,1,36
82,8.149998602982177e-06,3.0,5.03636784685633e-07,1,37
83,8.801607332943333e-06,3.1622776601683795,4.21875637306061e-07,1,38
84,7.297320809673732e-06,3.605551275463989,1.4282136503525691e-06,1,39
85,5.107568440758493e-06,4.242640687119285,9.658219435084252e-07,1,40
86,5.568360181894823e-06,5.0,1.2373248218793156e-06,1,41
87,6.498784423376771e-06,5.830951894845301,1.2665238149055621e-06,1,42
88,7.0456300866255415e-06,6.708203932499369,1.4135818891022944e-06,1,43
89,3.0129349622097584e-06,7.615773105863909,5.116324908022463e-07,1,44
90,3.97637551473703e-06,8.54400374531753,1.063420872733931e-06,1,45
91,1.110006303576243e-06,9.486832980505138,5.119486613999144e-07,1,46
92,3.95269540565817e-07,10.44030650891055,2.509087672237619e-07,1,47
93,0.0009580526545736138,1.0,1.784634736183763e-05,2,3
94,1.4836367167596028e-05,2.0,1.5845116048787732e-06,2,4
95,6.9626205594516335e-06,3.0,1.5658575729168972e-06,2,5
96,7.80191793540305e-06,4.0,1.6634976318354312e-06,2,6
97,4.726187394963979e-06,5.0,1.1328365453571054e-06,2,7
98,5.785148692993347e-06,6.0,6.162865721500943e-07,2,8
99,2.7562261901847132e-06,7.0,9.858893853767553e-07,2,9
100,3.100099860349824e-06,8.0,6.318968219231099e-07,2,10
101,4.076997052128443e-06,9.0,4.029348044627857e-07,2,11
102,1.1766162012620266e-05,2.23606797749979,2.045666984054519e-06,2,12
103,0.00013882042402650995,1.4142135623730951,7.0119160183198905e-06,2,13
104,0.0009395349049615428,1.0,1.828530897731061e-05,2,14
105,0.0001338723086449169,1.4142135623730951,2.9924601314159254e-06,2,15
106,1.3770721436149361e-05,2.23606797749979,2.207340668294761e-06,2,16
107,7.631906583811818e-06,3.1622776601683795,1.4685791238419492e-06,2,17
108,5.973969929850471e-06,4.123105625617661,1.4101991993097358e-06,2,18
109,6.9610369141455065e-06,5.0990195135927845,1.5656108454739284e-06,2,19
110,4.005487349084617e-06,6.082762530298219,1.0277331338150093e-06,2,20
111,5.838955470543569e-06,7.0710678118654755,8.850983835385528e-07,2,21
112,2.6442862024076003e-06,8.06225774829855,9.617556358280466e-07,2,22
113,3.3391371958519303e-06,9.055385138137417,1.0677343443442183e-06,2,23
114,7.600824343517052e-06,2.8284271247461903,6.581245637886617e-07,2,24
115,1.289275881950953e-05,2.23606797749979,2.1282784623596655e-06,2,25
116,9.556471000964437e-06,2.0,1.824651867143925e-06,2,26
117,1.4073987517420475e-05,2.23606797749979,1.8521419507752615e-06,2,27
118,5.808739551702288e-06,2.8284271247461903,1.426132886090652e-06,2,28
119,3.4826595174874934e-06,3.605551275463989,1.0049585271403713e-06,2,29
120,6.3031297912201625e-06,4.47213595499958,1.4917761430606715e-06,2,30
121,2.1982722572271067e-06,5.385164807134504,8.518019072929429e-07,2,31
122,4.620828508092011e-06,6.324555320336759,2.836398157818478e-07,2,32
123,2.0053836606985836e-06,7.280109889280518,8.284652578271024e-07,2,33
124,3.3051804152426003e-06,8.246211251235321,2.2179157681011033e-07,2,34
125,3.3070453993413203e-06,9.219544457292887,9.368561220634434e-07,2,35
126,4.744109682595153e-06,3.605551275463989,1.274272002853778e-06,2,36
127,7.773362187003125e-06,3.1622776601683795,4.973582097800593e-07,2,37
128,7.957957004390581e-06,3.0,4.0404297472577616e-07,2,38
129,8.505471341251954e-06,3.1622776601683795,1.7211385742189636e-06,2,39
130,8.038517962735892e-06,3.605551275463989,1.298272833390317e-06,2,40
131,6.059034439252208e-06,4.242640687119285,1.4378133965569455e-06,2,41
132,7.221314459784296e-06,5.0,1.4692665793542978e-06,2,42
133,3.5440365537290686e-06,5.830951894845301,1.1211045196886568e-06,2,43
134,5.1189544277020865e-06,6.708203932499369,6.883430349632274e-07,2,44
135,4.306626836505302e-06,7.615773105863909,1.2379916347022894e-06,2,45
136,1.4493519380395405e-06,8.54400374531753,6.40863498122558e-07,2,46
137,3.843171158288089e-06,9.486832980505138,8.304766013259483e-07,2,47
138,0.0008413391296032587,1.0,1.4504860594316344e-05,3,4
139,1.7211405148547817e-05,2.0,4.296019967945091e-06,3,5
140,1.1072337918585004e-05,3.0,3.483756229133338e-06,3,6
141,9.544907497723961e-06,4.0,2.318477537807776e-06,3,7
142,4.364562543206982e-06,5.0,5.723245514530436e-07,3,8
143,4.37311683096729e-06,6.0,2.170117849792857e-06,3,9
144,5.937239637904632e-06,7.0,1.0068395504253452e-06,3,10
145,3.642825000582288e-06,8.0,3.9621855615903307e-07,3,11
146,6.766153524787207e-06,3.1622776601683795,2.7349076191487988e-06,3,12
147,1.1006972475084251e-05,2.23606797749979,3.465079791521554e-06,3,13
148,0.00015586167255339208,1.4142135623730951,1.3120392021298203e-05,3,14
149,0.0008564481093953439,1.0,8.106253067602396e-06,3,15
150,0.00014371030367681678,1.4142135623730951,1.2504365095058353e-05,3,16
151,1.0608281996238956e-05,2.23606797749979,2.5498837354597156e-06,3,17
152,7.877601659005587e-06,3.1622776601683795,2.679840003336374e-06,3,18
153,7.557907682500554e-06,4.123105625617661,2.8464191492073027e-06,3,19
154,6.7241167859573335e-06,5.0990195135927845,1.8886297171330665e-06,3,20
155,6.589643198429611e-06,6.082762530298219,1.090010356105418e-06,3,21
156,2.1050070511494022e-06,7.0710678118654755,1.48724632404869e-06,3,22
157,7.661186415298267e-06,8.06225774829855,2.7381683204583936e-06,3,23
158,7.696425637244612e-06,3.605551275463989,7.014618231285464e-07,3,24
159,5.359580643677651e-06,2.8284271247461903,2.3887281055200713e-06,3,25
160,1.1392652691835743e-05,2.23606797749979,3.439026126902954e-06,3,26
161,1.452980180612806e-05,2.0,2.5724790097007757e-06,3,27
162,8.44119903888523e-06,2.23606797749979,2.982527980063295e-06,3,28
163,1.0078179321334746e-05,2.8284271247461903,2.5571213049771417e-06,3,29
164,8.72080858822444e-06,3.605551275463989,3.0700375214221996e-06,3,30
165,8.53090543520781e-06,4.47213595499958,2.756636784854764e-06,3,31
166,5.132553142423446e-06,5.385164807134504,3.0402312129432355e-07,3,32
167,1.8194169910923552e-06,6.324555320336759,1.3390567158821694e-06,3,33
168,3.870762899776209e-06,7.280109889280518,2.434997099631297e-07,3,34
169,2.545489868700383e-06,8.246211251235321,1.1696074468669203e-06,3,35
170,1.2662060838956186e-05,4.242640687119285,3.532744484466572e-06,3,36
171,7.175672332458994e-06,3.605551275463989,4.930500219452385e-07,3,37
172,8.25532234385881e-06,3.1622776601683795,4.1981676574523497e-07,3,38
173,1.0343178563189855e-05,3.0,3.2753527563114906e-06,3,39
174,6.372921935767101e-06,3.1622776601683795,1.4921988058433326e-06,3,40
175,8.618441315024922e-06,3.605551275463989,2.9014085421312805e-06,3,41
176,6.808167120560994e-06,4.242640687119285,2.1758388158780927e-06,3,42
177,8.876261751046633e-06,5.0,3.118673035235921e-06,3,43
178,5.866921720086325e-06,5.830951894845301,8.120704910952456e-07,3,44
179,4.56867110318176e-06,6.708203932499369,2.2494712237498483e-06,3,45
180,6.370835958816107e-06,7.615773105863909,1.9819681090840452e-06,3,46
181,2.5202884446596204e-06,8.54400374531753,8.292305468127988e-07,3,47
182,0.0009612765641659202,1.0,1.584804792688053e-05,4,5
183,1.2171851660387567e-05,2.0,1.7872108665428116e-06,4,6
184,6.616339267206286e-06,3.0,1.1897617959625213e-06,4,7
185,5.234414252034086e-06,4.0,5.68025374768854e-07,4,8
186,4.737175529844388e-06,5.0,1.1125776839217603e-06,4,9
187,2.091490722065711e-06,6.0,4.887566297616957e-07,4,10
188,2.7558279921455582e-06,7.0,3.249248454704031e-07,4,11
189,6.706071525530634e-06,4.123105625617661,1.3279158569391706e-06,4,12
190,7.683647109859728e-06,3.1622776601683795,1.419151152519316e-06,4,13
191,1.4324417126650329e-05,2.23606797749979,1.9405399668664057e-06,4,14
192,0.00015108840814592476,1.4142135623730951,3.078663903067947e-06,4,15
193,0.0009943549284766968,1.0,1.6146849297123945e-05,4,16
194,0.00014929023986896963,1.4142135623730951,5.7411466299526355e-06,4,17
195,1.2140692215077878e-05,2.23606797749979,1.743197165100079e-06,4,18
196,7.585854958368589e-06,3.1622776601683795,1.4071252680590903e-06,4,19
197,5.06306095501907e-06,4.123105625617661,1.0288015517422965e-06,4,20
198,4.1627632244006675e-06,5.0990195135927845,7.020999233795303e-07,4,21
199,2.7971559122866586e-06,6.082762530298219,8.523596518745508e-07,4,22
200,4.508878773534242e-06,7.0710678118654755,1.0724523101945195e-06,4,23
201,7.109456176022013e-06,4.47213595499958,6.192460284523363e-07,4,24
202,7.807487010088486e-06,3.605551275463989,1.4263329470462202e-06,4,25
203,7.66206484718667e-06,2.8284271247461903,1.4085886502630993e-06,4,26
204,1.3031103317272685e-05,2.23606797749979,1.5994139669505236e-06,4,27
205,1.0088152140915403e-05,2.0,1.6192960290901133e-06,4,28
206,1.0266432297283055e-05,2.23606797749979,1.5206683461683044e-06,4,29
207,7.1086024033542e-06,2.8284271247461903,1.3634882803131055e-06,4,30
208,7.735531049519375e-06,3.605551275463989,1.386999338177141e-06,4,31
209,5.874725870572658e-06,4.47213595499958,3.1709213061941363e-07,4,32
210,6.845554509807856e-06,5.385164807134504,1.3226478182611965e-06,4,33
211,5.328014645035532e-06,6.324555320336759,2.795440308166107e-07,4,34
212,2.857447948170717e-06,7.280109889280518,7.74859711032911e-07,4,35
213,6.335087044109452e-06,5.0,1.2723966673912644e-06,4,36
214,6.865788041680628e-06,4.242640687119285,4.602200849570092e-07,4,37
215,5.018692735720321e-06,3.605551275463989,3.176507025030522e-07,4,38
216,6.6213300315728524e-06,3.1622776601683795,1.3092898999388477e-06,4,39
217,7.810372410741225e-06,3.0,1.1644094058487136e-06,4,40
218,7.303408589364645e-06,3.1622776601683795,1.3645772707238362e-06,4,41
219,9.498164059588705e-06,3.605551275463989,1.479968496665573e-06,4,42
220,7.971153241617995e-06,4.242640687119285,1.446237778174867e-06,4,43
221,5.929171772105126e-06,5.0,7.090034612027282e-07,4,44
222,4.87465801810447e-06,5.830951894845301,1.1324175862858395e-06,4,45
223,2.7262739464790295e-06,6.708203932499369,7.766113384205748e-07,4,46
224,5.861634309951867e-06,7.615773105863909,9.450131669722373e-07,4,47
225,0.0008446334695274032,1.0,3.3775009370673245e-05,5,6
226,8.66090635794476e-06,2.0,2.323400682678687e-06,5,7
227,7.3016796185533305e-06,3.0,7.450636868356444e-07,5,8
228,9.708454479110256e-06,4.0,3.5804580628293786e-06,5,9
229,4.5515234533065605e-06,5.0,8.947280207649889e-07,5,10
230,4.344102835436973e-06,6.0,4.342848059402576e-07,5,11
231,8.718622719067162e-06,5.0990195135927845,3.4480773361829587e-06,5,12
232,7.207237929093997e-06,4.123105625617661,3.1093780682078897e-06,5,13
233,5.981342971258545e-06,3.1622776601683795,2.854117655737438e-06,5,14
234,1.363511479303172e-05,2.23606797749979,1.0291677454383347e-06,5,15
235,0.00014758204953648705,1.4142135623730951,1.404787058922662e-05,5,16
236,0.000900727950481592,1.0,2.4846821133914372e-05,5,17
237,0.00015673922356885167,1.4142135623730951,1.3013639500078071e-05,5,18
238,9.64475320809332e-06,2.23606797749979,3.5587321863077656e-06,5,19
239,9.16501649960275e-06,3.1622776601683795,2.3124923823984667e-06,5,20
240,6.960460247520654e-06,4.123105625617661,1.1379687257036374e-06,5,21
241,6.8076164118301585e-06,5.0990195135927845,2.9535307665207035e-06,5,22
242,3.752811357079147e-06,6.082762530298219,2.100529315183438e-06,5,23
243,5.30416323881001e-06,5.385164807134504,5.85542374714671e-07,5,24
244,4.3473451902597576e-07,4.47213595499958,7.523647454583973e-07,5,25
245,1.0470404426681478e-05,3.605551275463989,3.635944945920821e-06,5,26
246,5.519524330090239e-06,2.8284271247461903,1.6512293522324145e-06,5,27
247,1.4553243063647869e-05,2.23606797749979,4.326013713959581e-06,5,28
248,1.2626905503964662e-05,2.0,3.0359142241581452e-06,5,29
249,1.24112833811725e-05,2.23606797749979,4.057187511620885e-06,5,30
250,1.473560484451946e-05,2.8284271247461903,3.935636391237316e-06,5,31
251,6.639746986886206e-06,3.605551275463989,3.4632735779236687e-07,5,32
252,8.54182055835399e-06,4.47213595499958,3.1824120954301663e-06,5,33
253,5.802527145186387e-06,5.385164807134504,2.985242639199589e-07,5,34
254,5.178705104520412e-06,6.324555320336759,1.7507898934244716e-06,5,35
255,8.543231599159885e-06,5.830951894845301,3.182893830312273e-06,5,36
256,5.42530427324163e-06,5.0,4.299669110210224e-07,5,37
257,6.802767006236226e-06,4.242640687119285,3.817954383794062e-07,5,38
258,9.196044175818629e-06,3.605551275463989,3.4056704725100797e-06,5,39
259,6.327978685215784e-06,3.1622776601683795,1.5335211817353244e-06,5,40
260,3.7401783810430196e-06,3.0,2.0945690492688915e-06,5,41
261,5.112307955265615e-06,3.1622776601683795,2.008895289415089e-06,5,42
262,4.55891851113538e-06,3.605551275463989,2.4798205733563683e-06,5,43
263,7.065972242961081e-06,4.242640687119285,8.99903869500757e-07,5,44
264,4.6425672682689386e-06,5.0,2.5190823896411825e-06,5,45
265,1.1040084928179332e-07,5.830951894845301,2.758795000788358e-07,5,46
266,5.623050672053212e-06,6.708203932499369,1.2686127245672345e-06,5,47
267,0.000868103312585246,1.0,2.3419374688993693e-05,6,7
268,1.1285603456008496e-05,2.0,9.270008384460577e-07,6,8
269,4.595068366394394e-06,3.0,2.4968882200571334e-06,6,9
270,6.771769626261848e-06,4.0,1.0933008446618354e-06,6,10
271,5.654913798134488e-06,5.0,4.957115392045577e-07,6,11
272,1.9995859047168592e-06,6.082762530298219,1.6745870742577692e-06,6,12
273,6.075764649670488e-06,5.0990195135927845,2.8945095647382396e-06,6,13
274,8.997633042370796e-06,4.123105625617661,3.549894658754018e-06,6,14
275,8.065601674411253e-06,3.1622776601683795,7.921658057843597e-07,6,15
276,1.2920558840045579e-05,2.23606797749979,4.213767311170331e-06,6,16
277,0.0001508827356185475,1.4142135623730951,1.0236842282004634e-05,6,17
278,0.0009022154537566977,1.0,3.158161308799226e-05,6,18
279,0.0001516232647220878,1.4142135623730951,1.4302794350956485e-05,6,19
280,1.5251562130854075e-05,2.23606797749979,3.000927049104195e-06,6,20
281,8.566267529912038e-06,3.1622776601683795,1.2648175248702603e-06,6,21
282,7.037287926205819e-06,4.123105625617661,3.0427118300671465e-06,6,22
283,6.305089198807019e-06,5.0990195135927845,2.7557108879446403e-06,6,23
284,4.688529299028385e-06,6.324555320336759,5.508745975296913e-07,6,24
285,3.1686846525742634e-06,5.385164807134504,2.0585623249544767e-06,6,25
286,6.90682570092605e-06,4.47213595499958,2.9915982673579917e-06,6,26
287,9.143366111696954e-06,3.605551275463989,2.1359715050424514e-06,6,27
288,7.0685795638408725e-06,2.8284271247461903,3.054970119778086e-06,6,28
289,1.6588179318688724e-05,2.23606797749979,3.505724168100468e-06,6,29
290,8.711933066365173e-06,2.0,3.4458005084316525e-06,6,30
291,1.1890370941803454e-05,2.23606797749979,3.5735858455744105e-06,6,31
292,7.72731669217122e-06,2.8284271247461903,3.736845514097305e-07,6,32
293,5.159006108966182e-06,3.605551275463989,2.503487581728892e-06,6,33
294,6.540846176753945e-06,4.47213595499958,3.1699745678995757e-07,6,34
295,6.511568946366996e-06,5.385164807134504,1.975091935504252e-06,6,35
296,5.159961060951762e-06,6.708203932499369,2.5038957087598093e-06,6,36
297,4.5304819218851935e-06,5.830951894845301,3.930474786369391e-07,6,37
298,5.867388648597989e-06,5.0,3.5465369432994053e-07,6,38
299,1.078050955284585e-05,4.242640687119285,3.735469506707071e-06,6,39
300,1.961704439591847e-06,3.605551275463989,8.570672596891721e-07,6,40
301,7.487908829093755e-06,3.1622776601683795,2.9995387456375643e-06,6,41
302,2.853794653687845e-06,3.0,1.5130804007210864e-06,6,42
303,8.893344921456212e-06,3.1622776601683795,3.511900250757019e-06,6,43
304,7.859489416987926e-06,3.605551275463989,9.50194451455861e-07,6,44
305,1.044335451087315e-05,4.242640687119285,3.831644330272045e-06,6,45
306,9.269700044225974e-06,5.0,2.545795775249529e-06,6,46
307,4.2984922927569264e-06,5.830951894845301,1.112408165319632e-06,6,47
308,0.0009198721959848253,1.0,8.110599929671547e-06,7,8
309,2.5567531030095365e-05,2.0,3.996980347710713e-06,7,9
310,6.383083858767028e-06,3.0,9.887870560096814e-07,7,10
311,6.692438245752425e-06,4.0,5.294327232739638e-07,7,11
312,7.009732329151473e-06,7.0710678118654755,2.1086951147176877e-06,7,12
313,4.395926925124779e-06,6.082762530298219,1.6634997312203063e-06,7,13
314,4.466320080046507e-06,5.0990195135927845,1.6827018648631988e-06,7,14
315,7.796690198581613e-06,4.123105625617661,7.539376221226058e-07,7,15
316,9.408532419580805e-06,3.1622776601683795,2.431748268434773e-06,7,16
317,1.0433062483897718e-05,2.23606797749979,2.128247679963309e-06,7,17
318,0.00016058379997160676,1.4142135623730951,9.529075932711651e-06,7,18
319,0.0009586873203916359,1.0,2.4454198377309957e-05,7,19
320,0.0001359733664397858,1.4142135623730951,7.292780182845537e-06,7,20
321,1.1802863868081776e-05,2.23606797749979,1.3777366883810192e-06,7,21
322,1.2805886038058361e-05,3.1622776601683795,2.808539357964745e-06,7,22
323,7.3227990310741205e-06,4.123105625617661,2.079345456820455e-06,7,23
324,4.326725859833089e-06,7.280109889280518,5.149990681712324e-07,7,24
325,3.015629758461761e-06,6.324555320336759,1.3681239669473617e-06,7,25
326,6.55970408720215e-06,5.385164807134504,2.0029399850055794e-06,7,26
327,7.990723605010866e-06,4.47213595499958,1.6693397787564082e-06,7,27
328,7.2837636255332065e-06,3.605551275463989,2.1199154535151153e-06,7,28
329,6.565658666983933e-06,2.8284271247461903,1.7224161731292557e-06,7,29
330,1.8744289182714117e-05,2.23606797749979,3.4258699431849386e-06,7,30
331,1.1616394461306338e-05,2.0,2.544310422052072e-06,7,31
332,1.1232179711934672e-05,2.23606797749979,4.470558699493748e-07,7,32
333,1.745740541854311e-05,2.8284271247461903,3.217341191729419e-06,7,33
334,7.267540100314948e-06,3.605551275463989,3.319490027912667e-07,7,34
335,4.645147555941487e-06,4.47213595499958,1.3543080642869613e-06,7,35
336,3.820150875509775e-06,7.615773105863909,1.5050797164291815e-06,7,36
337,4.103718380663993e-06,6.708203932499369,3.6868958655066383e-07,7,37
338,4.8024066459455745e-06,5.830951894845301,3.179281916026327e-07,7,38
339,7.164683268476034e-06,5.0,2.092721600597759e-06,7,39
340,9.11980577634353e-06,4.242640687119285,1.606439559458925e-06,7,40
341,5.5385943455573e-06,3.605551275463989,1.8073210535799457e-06,7,41
342,6.209394404815557e-06,3.1622776601683795,1.715516629814352e-06,7,42
343,7.577384538543839e-06,3.0,2.18685774026556e-06,7,43
344,7.406694970009175e-06,3.1622776601683795,8.79817989985202e-07,7,44
345,6.388410226023661e-06,3.605551275463989,2.0141737933691707e-06,7,45
346,5.268974606058876e-06,4.242640687119285,1.5156513050064178e-06,7,46
347,7.099062224203079e-06,5.0,1.279394318921058e-06,7,47
348,0.0008088172511938074,1.0,7.845979488778809e-06,8,9
349,1.28292819924116e-05,2.0,8.424265576567878e-07,8,10
350,8.949800953655895e-06,3.0,5.026344336844869e-07,8,11
351,2.7924980585266286e-06,8.06225774829855,4.61253805108631e-07,8,12
352,3.802337608941658e-06,7.0710678118654755,5.379828444870371e-07,8,13
353,6.140391512961842e-06,6.082762530298219,6.839535849928949e-07,8,14
354,6.419682815687747e-06,5.0990195135927845,5.040739628542666e-07,8,15
355,7.824401741676945e-06,4.123105625617661,7.716640739411044e-07,8,16
356,6.331699143548043e-06,3.1622776601683795,6.760808061745479e-07,8,17
357,1.4008868267519957e-05,2.23606797749979,1.0256253131646628e-06,8,18
358,0.0001583948092033573,1.4142135623730951,3.4704131412015815e-06,8,19
359,0.001005617353273753,1.0,8.44759135774858e-06,8,20
360,0.00014602288605234515,1.4142135623730951,2.867037323439575e-06,8,21
361,1.1990560931278852e-05,2.23606797749979,9.540869454054688e-07,8,22
362,6.032903844134134e-06,3.1622776601683795,6.749578733011563e-07,8,23
363,2.488714080140181e-06,8.246211251235321,2.9886672038775246e-07,8,24
364,3.089008014036164e-06,7.280109889280518,4.844846804463622e-07,8,25
365,4.191983355495549e-06,6.324555320336759,5.638775855013031e-07,8,26
366,5.907297434290106e-06,5.385164807134504,6.401267106251973e-07,8,27
367,6.765358471821643e-06,4.47213595499958,7.167332728257619e-07,8,28
368,6.969851867932843e-06,3.605551275463989,7.116565382423847e-07,8,29
369,7.337831948617388e-06,2.8284271247461903,7.471135763113124e-07,8,30
370,1.1397382575113947e-05,2.23606797749979,9.242095829865446e-07,8,31
371,1.3024615206955347e-05,2.0,4.384600864505236e-07,8,32
372,1.3245486996717862e-05,2.23606797749979,1.0003824364604607e-06,8,33
373,6.898654188728665e-06,2.8284271247461903,2.983469073521862e-07,8,34
374,8.130273344535952e-06,3.605551275463989,7.598505244318067e-07,8,35
375,3.0454305480266586e-06,8.54400374531753,4.796849923056435e-07,8,36
376,2.749740925474712e-06,7.615773105863909,2.566713568645754e-07,8,37
377,3.5803263695172463e-06,6.708203932499369,2.4621346400643766e-07,8,38
378,5.856668783839756e-06,5.830951894845301,6.664794057106139e-07,8,39
379,7.339990000798192e-06,5.0,6.975992110441561e-07,8,40
380,5.570387427044813e-06,4.242640687119285,6.485206340012356e-07,8,41
381,7.16572061005033e-06,3.605551275463989,7.243082602348078e-07,8,42
382,7.248191331607698e-06,3.1622776601683795,7.428936088956198e-07,8,43
383,6.701830442642957e-06,3.0,5.633486141705829e-07,8,44
384,6.610600923078183e-06,3.1622776601683795,7.097302968589287e-07,8,45
385,5.509853853639012e-06,3.605551275463989,6.309010132772872e-07,8,46
386,6.569854106042091e-06,4.242640687119285,6.430889793008833e-07,8,47
387,0.0008480307443092099,1.0,1.2222335384678138e-05,9,10
388,1.1180885258099493e-05,2.0,6.967898926773553e-07,9,11
389,1.9194269390288023e-06,9.055385138137417,1.6222727489729505e-06,9,12
