,crosstalk,distance,error,pix1,pix2
400,1.388539776501985e-05,2.23606797749979,1.121067838331261e-06,9,23
401,1.449560047921515e-06,9.219544457292887,6.116948166122116e-07,9,24
402,4.959916910859025e-06,8.246211251235321,2.422026571651904e-06,9,25
403,2.4524299462888526e-06,7.280109889280518,9.897335097048906e-07,9,26
404,3.3473436692103852e-06,6.324555320336759,1.60404816383999e-06,9,27
405,5.457549748192551e-06,5.385164807134504,7.300039085570711e-07,9,28
406,5.907813568778026e-06,4.47213595499958,3.35876493623037e-07,9,29
407,7.474278104543798e-06,3.605551275463989,1.6133570013458006e-06,9,30
408,1.0162666624880515e-05,2.8284271247461903,1.5819077612764846e-06,9,31
409,7.605228529565669e-06,2.23606797749979,3.0445825656986288e-06,9,32
410,1.3413484108965541e-05,2.0,1.4695499326121077e-06,9,33
411,1.401968981967088e-05,2.23606797749979,1.0550814104034994e-06,9,34
412,8.94729852744418e-06,2.8284271247461903,1.5583417026799585e-06,9,35
413,3.1099218168236553e-06,9.486832980505138,1.0989600452241975e-06,9,36
414,4.106827571138373e-07,8.54400374531753,7.268672119048843e-07,9,37
415,5.3173488122163775e-06,7.615773105863909,2.2161659755942266e-06,9,38
416,2.6635203400224354e-06,6.708203932499369,4.444324247976567e-07,9,39
417,3.2252503358334396e-06,5.830951894845301,1.2329249463680012e-06,9,40
418,5.613007857880115e-06,5.0,1.535341316670976e-06,9,41
419,4.432322036678045e-06,4.242640687119285,1.2178109825411548e-06,9,42
420,8.7667947785901e-06,3.605551275463989,1.2915751583517742e-06,9,43
421,2.687897509120273e-06,3.1622776601683795,1.253328895979462e-06,9,44
422,3.920622652438803e-06,3.0,1.9820401622269244e-06,9,45
423,9.834867449413765e-06,3.1622776601683795,3.4317947832952796e-06,9,46
424,4.075977761349671e-06,3.605551275463989,2.253241266389244e-06,9,47
425,0.0010263855833943679,1.0,2.3342890421361224e-05,10,11
426,,10.04987562112089,,10,12
427,,9.055385138137417,,10,13
428,2.7025298881915916e-06,8.06225774829855,7.88303822332351e-07,10,14
429,3.2756172589641803e-06,7.0710678118654755,3.5782943842802004e-07,10,15
430,3.2651416980486355e-06,6.082762530298219,1.217175554322235e-06,10,16
431,4.840548830480239e-06,5.0990195135927845,1.3657360921099247e-06,10,17
432,1.031640705083404e-05,4.123105625617661,2.307439790817204e-06,10,18
433,6.305211101852987e-06,3.1622776601683795,5.157565519387545e-07,10,19
434,1.0723068254464023e-05,2.23606797749979,1.9151314101045572e-06,10,20
435,0.0001559720618936603,1.4142135623730951,7.673025185110602e-06,10,21
436,0.0009545898845398958,1.0,1.7035621649207017e-05,10,22
437,0.00016715605424919662,1.4142135623730951,3.712320389365761e-06,10,23
438,2.554074041219758e-06,10.198039027185569,7.178189009661134e-07,10,24
439,2.6200062819810307e-06,9.219544457292887,1.1656457222687273e-06,10,25
440,1.9205742034459654e-06,8.246211251235321,7.317954210027654e-07,10,26
441,1.6718829290435604e-06,7.280109889280518,8.374788589574194e-07,10,27
442,4.397035326086408e-06,6.324555320336759,6.23134900248004e-07,10,28
443,5.2803099283040235e-06,5.385164807134504,3.1430539775259485e-07,10,29
444,5.161671637484844e-06,4.47213595499958,1.1425155091140982e-06,10,30
445,5.326840426700004e-06,3.605551275463989,1.017626855627981e-06,10,31
446,9.573704581310633e-06,2.8284271247461903,2.2428269607827833e-06,10,32
447,1.1780463092707951e-05,2.23606797749979,1.2708677352712483e-06,10,33
448,1.5351419931618147e-05,2.0,1.0594531129514807e-06,10,34
449,1.5090472391837898e-05,2.23606797749979,1.7791924094823613e-06,10,35
450,-7.090584344422378e-07,10.44030650891055,,10,36
451,1.887696282615093e-06,9.486832980505138,1.007395658595797e-06,10,37
452,4.8283067683316684e-06,8.54400374531753,1.4932279166507966e-06,10,38
453,4.321488997173735e-06,7.615773105863909,5.446575409375328e-07,10,39
454,3.887963516266036e-06,6.708203932499369,1.101491765142338e-06,10,40
455,5.40207672636539e-06,5.830951894845301,1.2488119799612532e-06,10,41
456,6.538846411440237e-06,5.0,1.2673003903477677e-06,10,42
457,7.156745185983183e-06,4.242640687119285,1.062618960633166e-06,10,43
458,8.312381959901372e-06,3.605551275463989,1.7248796992849596e-06,10,44
459,6.259913419505264e-06,3.1622776601683795,1.7344950561832142e-06,10,45
460,6.842256958318492e-06,3.0,1.8888318232513707e-06,10,46
461,1.0256657659438518e-05,3.1622776601683795,2.3322838712305147e-06,10,47
462,,11.045361017187261,,11,12
463,,10.04987562112089,,11,13
464,1.8126799804726762e-06,9.055385138137417,7.464124643695662e-07,11,14
465,4.043327039467838e-06,8.06225774829855,4.063511339649418e-07,11,15
466,6.969815266454693e-06,7.0710678118654755,2.5074334262148493e-06,11,16
467,4.019328101446358e-06,6.082762530298219,1.6370439862539388e-06,11,17
468,1.329951693772281e-05,5.0990195135927845,3.973662979790044e-06,11,18
469,6.651047021814964e-06,4.123105625617661,5.423925787421619e-07,11,19
470,1.0086975725475347e-05,3.1622776601683795,2.3488646852108585e-06,11,20
471,1.539738627874192e-05,2.23606797749979,3.1474987751629868e-06,11,21
472,0.00016469511642856722,1.4142135623730951,8.658729529664676e-06,11,22
473,0.0009849937425828697,1.0,9.452084708041365e-06,11,23
474,2.2822133390156203e-06,11.180339887498949,7.687784736248963e-07,11,24
475,2.6635090035511645e-06,10.198039027185569,1.7882290673930423e-06,11,25
476,1.308273548797287e-06,9.219544457292887,7.247075534088808e-07,11,26
477,1.8670825195493895e-06,8.246211251235321,1.203811503886336e-06,11,27
478,2.8790919494485107e-06,7.280109889280518,5.305427967454389e-07,11,28
479,4.513677014312171e-06,6.324555320336759,2.936184366134697e-07,11,29
480,6.506770143863055e-06,5.385164807134504,1.5086263919365958e-06,11,30
481,6.293381945529552e-06,4.47213595499958,1.2467866864923517e-06,11,31
482,4.039222820612807e-06,3.605551275463989,2.23601514949336e-06,11,32
483,1.0267243728292723e-05,2.8284271247461903,1.287004342384512e-06,11,33
484,1.0829778373027991e-05,2.23606797749979,9.277754001621648e-07,11,34
485,1.4203370143491743e-05,2.0,1.9667818993471065e-06,11,35
486,4.344017356381358e-06,11.40175425099138,1.3020167211944203e-06,11,36
487,1.7525527007197052e-06,10.44030650891055,1.5138416167306426e-06,11,37
488,7.431079344084378e-07,9.486832980505138,8.333306936311453e-07,11,38
489,3.983107170504523e-06,8.54400374531753,5.437404787294372e-07,11,39
490,7.557856256227041e-06,7.615773105863909,1.8929816225129659e-06,11,40
491,4.001354408605825e-06,6.708203932499369,1.299751841404206e-06,11,41
492,5.17238442926825e-06,5.830951894845301,1.3183346887755694e-06,11,42
493,4.071770222614833e-06,5.0,8.812725614664219e-07,11,43
494,5.695138752307045e-06,4.242640687119285,1.8311069549010912e-06,11,44
495,8.063945219897624e-06,3.605551275463989,2.860645011253047e-06,11,45
496,7.583157883791673e-06,3.1622776601683795,3.0363890908414026e-06,11,46
497,5.434728577890685e-06,3.0,2.6224688036402797e-06,11,47
498,,1.0,,12,13
499,,2.0,,12,14
500,,3.0,,12,15
501,,4.0,,12,16
502,,5.0,,12,17
503,,6.0,,12,18
504,,7.0,,12,19
505,,8.0,,12,20
506,,9.0,,12,21
507,,10.0,,12,22
508,,11.0,,12,23
509,,1.0,,12,24
510,,1.4142135623730951,,12,25
511,,2.23606797749979,,12,26
512,,3.1622776601683795,,12,27
513,,4.123105625617661,,12,28
514,,5.0990195135927845,,12,29
515,,6.082762530298219,,12,30
516,,7.0710678118654755,,12,31
517,,8.06225774829855,,12,32
518,,9.055385138137417,,12,33
519,,10.04987562112089,,12,34
520,,11.045361017187261,,12,35
521,,2.0,,12,36
522,,2.23606797749979,,12,37
523,,2.8284271247461903,,12,38
524,,3.605551275463989,,12,39
525,,4.47213595499958,,12,40
526,,5.385164807134504,,12,41
527,,6.324555320336759,,12,42
528,,7.280109889280518,,12,43
529,,8.246211251235321,,12,44
530,,9.219544457292887,,12,45
531,,10.198039027185569,,12,46
532,,11.180339887498949,,12,47
533,,1.0,,13,14
534,,2.0,,13,15
535,,3.0,,13,16
536,,4.0,,13,17
537,,5.0,,13,18
538,,6.0,,13,19
539,,7.0,,13,20
540,,8.0,,13,21
541,,9.0,,13,22
542,,10.0,,13,23
543,,1.4142135623730951,,13,24
544,,1.0,,13,25
545,,1.4142135623730951,,13,26
546,,2.23606797749979,,13,27
547,,3.1622776601683795,,13,28
548,,4.123105625617661,,13,29
549,,5.0990195135927845,,13,30
550,,6.082762530298219,,13,31
551,,7.0710678118654755,,13,32
552,,8.06225774829855,,13,33
553,,9.055385138137417,,13,34
554,,10.04987562112089,,13,35
555,,2.23606797749979,,13,36
556,,2.0,,13,37
557,,2.23606797749979,,13,38
558,,2.8284271247461903,,13,39
559,,3.605551275463989,,13,40
560,,4.47213595499958,,13,41
561,,5.385164807134504,,13,42
562,,6.324555320336759,,13,43
563,,7.280109889280518,,13,44
564,,8.246211251235321,,13,45
565,,9.219544457292887,,13,46
566,,10.198039027185569,,13,47
567,0.0010256063189836768,1.0,6.172053545999102e-06,14,15
568,1.9538212273710462e-05,2.0,2.3388086881585215e-06,14,16
569,9.521611950667766e-06,3.0,1.5500159774306047e-06,14,17
570,8.236251660925039e-06,4.0,1.578477113842646e-06,14,18
571,4.753615408929274e-06,5.0,4.354342721470737e-07,14,19
572,4.076034407424565e-06,6.0,9.745556544596596e-07,14,20
573,4.737127495946868e-06,7.0,1.0858610241814225e-06,14,21
574,3.375437686367816e-06,8.0,8.510453294294313e-07,14,22
575,3.896353047035266e-06,9.0,5.372491928664626e-07,14,23
576,1.505830919390098e-05,2.23606797749979,1.5430010640203418e-06,14,24
577,0.00015849224868058316,1.4142135623730951,6.934665589627729e-06,14,25
578,0.0010871036564689333,1.0,1.4821002735433392e-05,14,26
579,0.00017314263645185776,1.4142135623730951,6.793953122407516e-06,14,27
580,1.5760608098675596e-05,2.23606797749979,1.1143602919494413e-06,14,28
581,6.041075651069483e-06,3.1622776601683795,3.319646026902358e-07,14,29
582,4.731859400158849e-06,4.123105625617661,9.42903455424216e-07,14,30
583,5.654653852454728e-06,5.0990195135927845,9.318565134033612e-07,14,31
584,3.567432182809676e-06,6.082762530298219,1.0442918834229968e-06,14,32
585,3.931916410900916e-06,7.0710678118654755,6.737413080308555e-07,14,33
586,3.6315757413569847e-06,8.06225774829855,4.913055480441498e-07,14,34
587,3.534827478679596e-06,9.055385138137417,7.59049364310083e-07,14,35
588,6.966592895702144e-06,2.8284271247461903,1.177354794201567e-06,14,36
589,1.494019364332036e-05,2.23606797749979,2.151335131479976e-06,14,37
590,1.7344521215692336e-05,2.0,2.2155714308436744e-06,14,38
591,1.0677181913154e-05,2.23606797749979,8.185517796179826e-07,14,39
592,8.500124837455274e-06,2.8284271247461903,1.3634420718295887e-06,14,40
593,6.729548390298713e-06,3.605551275463989,1.18014021576195e-06,14,41
594,5.455013852146912e-06,4.47213595499958,1.001434932735438e-06,14,42
595,6.540478180747358e-06,5.385164807134504,9.212694733475343e-07,14,43
596,2.6834734459877682e-06,6.324555320336759,8.029760250554484e-07,14,44
597,2.1390836139064122e-06,7.280109889280518,7.875555955674047e-07,14,45
598,4.507126920363642e-07,8.246211251235321,3.703607897009883e-07,14,46
599,3.6568130322796315e-06,9.219544457292887,1.0601562845478589e-06,14,47
600,0.0010986820617303857,1.0,6.658874873508915e-06,15,16
601,1.380414056331141e-05,2.0,7.401776875726654e-07,15,17
602,8.368582298024662e-06,3.0,5.839798519578872e-07,15,18
603,6.903755397265943e-06,4.0,3.8612686020497437e-07,15,19
604,4.976950821728742e-06,5.0,4.4156869925283737e-07,15,20
605,5.736985213462363e-06,6.0,4.766533509716209e-07,15,21
606,4.089835052718259e-06,7.0,3.974244958358026e-07,15,22
607,3.3105387606451773e-06,8.0,3.087312497918163e-07,15,23
608,1.0624259234317877e-05,3.1622776601683795,6.209046053128048e-07,15,24
609,1.3550573764199647e-05,2.23606797749979,7.432495993701105e-07,15,25
610,0.0001614901026316677,1.4142135623730951,2.4834639306194177e-06,15,26
611,0.0010275666180612048,1.0,6.416319608320723e-06,15,27
612,0.0001711604974758827,1.4142135623730951,2.2463424890465973e-06,15,28
613,1.1846206789011837e-05,2.23606797749979,3.9467046116477385e-07,15,29
614,8.204779156708999e-06,3.1622776601683795,5.558471453800459e-07,15,30
615,6.141869848032851e-06,4.123105625617661,4.7049573304348854e-07,15,31
616,5.10479795437326e-06,5.0990195135927845,4.5642046323827364e-07,15,32
617,5.198528528772673e-06,6.082762530298219,4.170019564952775e-07,15,33
618,5.975271107281282e-06,7.0710678118654755,4.058402311365338e-07,15,34
619,3.0106097505237912e-06,8.06225774829855,3.3166569005498757e-07,15,35
620,7.774248629647158e-06,3.605551275463989,5.441126723705853e-07,15,36
621,9.108159232647699e-06,2.8284271247461903,6.102035385737057e-07,15,37
622,1.4115006244660845e-05,2.23606797749979,7.549309397226419e-07,15,38
623,1.118920127392619e-05,2.0,5.486693852858729e-07,15,39
624,1.2690795723622338e-05,2.23606797749979,7.012720280070875e-07,15,40
625,8.33481904901176e-06,2.8284271247461903,5.654799477085882e-07,15,41
626,6.415938571753937e-06,3.605551275463989,4.904514781727409e-07,15,42
627,6.8571575003739944e-06,4.47213595499958,4.867731070123487e-07,15,43
628,5.007158845437214e-06,5.385164807134504,4.440367877404847e-07,15,44
629,4.366202620919321e-06,6.324555320336759,4.2059106526186006e-07,15,45
630,3.609245879823241e-06,7.280109889280518,3.8366681070963755e-07,15,46
631,3.512359145021964e-06,8.246211251235321,3.7873143859869965e-07,15,47
632,0.000991253125539241,1.0,2.3361112801080826e-05,16,17
633,1.599063433115361e-05,2.0,3.7118510881057987e-06,16,18
634,6.953766456234782e-06,3.0,5.507348958772524e-07,16,19
635,4.369971736672061e-06,4.0,1.4267899684828281e-06,16,20
636,8.685404028400465e-06,5.0,2.1536498002907066e-06,16,21
637,6.437277479194466e-06,6.0,1.5997359104247387e-06,16,22
638,5.2586494452979375e-06,7.0,6.805502418164847e-07,16,23
639,7.37550109179413e-06,4.123105625617661,1.328367415332419e-06,16,24
640,8.329073192791113e-06,3.1622776601683795,2.6897489246683766e-06,16,25
641,1.218991606489871e-05,2.23606797749979,2.0830566695535596e-06,16,26
642,0.00019678836522430738,1.4142135623730951,1.1068053653871872e-05,16,27
643,0.001133543961380261,1.0,1.0372946009135184e-05,16,28
644,0.00016393230043823117,1.4142135623730951,1.7642846186711231e-06,16,29
645,1.607048158824619e-05,2.23606797749979,2.2490048704333743e-06,16,30
646,8.295448079847922e-06,3.1622776601683795,1.3782700120190844e-06,16,31
647,3.25834482489961e-06,4.123105625617661,1.700931562763786e-06,16,32
648,5.262512988488297e-06,5.0990195135927845,8.986150875055972e-07,16,33
649,6.568028054522646e-06,6.082762530298219,7.13548999153021e-07,16,34
650,1.6136713880071454e-06,7.0710678118654755,6.359326334458695e-07,16,35
651,5.906194037240837e-06,4.47213595499958,1.4318492696454388e-06,16,36
652,6.286513549567484e-06,3.605551275463989,2.409225373115598e-06,16,37
653,7.796376102983477e-06,2.8284271247461903,2.3696679618378673e-06,16,38
654,9.851762749998449e-06,2.23606797749979,8.45215774183415e-07,16,39
655,1.7086165362767403e-05,2.0,2.6530580419814395e-06,16,40
656,1.661405446355867e-05,2.23606797749979,2.4866479107021145e-06,16,41
657,7.795630671802396e-06,2.8284271247461903,1.5382937935108712e-06,16,42
658,6.361362555397604e-06,3.605551275463989,1.0695326170783537e-06,16,43
659,4.858466401532164e-06,4.47213595499958,1.5520629621432126e-06,16,44
660,3.1427573949417723e-06,5.385164807134504,1.5525905967770273e-06,16,45
661,4.051845788102301e-06,6.324555320336759,1.8845791968507566e-06,16,46
662,5.165647018851249e-06,7.280109889280518,2.1586397060774893e-06,16,47
663,0.0010500286151784572,1.0,2.602575327408553e-05,17,18
664,1.2101660152243554e-05,2.0,7.204136024318021e-07,17,19
665,7.820718915206959e-06,3.0,1.7554562429422067e-06,17,20
666,6.279431943615071e-06,4.0,1.6654837683805318e-06,17,21
667,3.442973093444937e-06,5.0,1.0883591628242938e-06,17,22
668,5.696015516904939e-06,6.0,6.963901162413362e-07,17,23
669,4.966383359179632e-06,5.0990195135927845,1.04234857026348e-06,17,24
670,7.659820846689284e-06,4.123105625617661,2.2284290193941643e-06,17,25
671,6.730345117746547e-06,3.1622776601683795,1.4501295513798642e-06,17,26
672,1.4285978985798974e-05,2.23606797749979,2.674023045062665e-06,17,27
673,0.00016943728587748245,1.4142135623730951,3.9361274012603255e-06,17,28
674,0.0010799533252228415,1.0,4.513680374641575e-06,17,29
675,0.0001722906539036465,1.4142135623730951,6.949044840219582e-06,17,30
676,1.1090267913141735e-05,2.23606797749979,1.5267032721479677e-06,17,31
677,1.0504676747809264e-05,3.1622776601683795,2.6310926793697654e-06,17,32
678,8.691059254103894e-06,4.123105625617661,1.121643268237655e-06,17,33
679,5.6570291279643975e-06,5.0990195135927845,6.523979991855025e-07,17,34
680,4.9408540948921325e-06,6.082762530298219,1.0619271964876527e-06,17,35
681,3.7236507906285633e-06,5.385164807134504,1.0667819219747586e-06,17,36
682,6.888383456541962e-06,4.47213595499958,2.1615588960064596e-06,17,37
683,5.412129345534049e-06,3.605551275463989,1.7438859610242204e-06,17,38
684,8.091206274956308e-06,2.8284271247461903,7.553397633103472e-07,17,39
685,1.363987567260591e-05,2.23606797749979,2.199793381563594e-06,17,40
686,3.3837379232237926e-05,2.0,3.3155926632488352e-06,17,41
687,1.4413128296600913e-05,2.23606797749979,1.9775461367201794e-06,17,42
688,7.35992541648229e-06,2.8284271247461903,1.1119696760188971e-06,17,43
689,6.019385228107622e-06,3.605551275463989,1.5810234585379332e-06,17,44
690,8.881648173963516e-06,4.47213595499958,2.2891019812452157e-06,17,45
691,5.13501283182628e-06,5.385164807134504,1.830764302297781e-06,17,46
692,5.352836431466545e-06,6.324555320336759,1.8891892279071467e-06,17,47
693,0.0011285225182961493,1.0,7.0610287638494776e-06,18,19
694,2.7711056761675346e-05,2.0,3.83895057825905e-06,18,20
695,9.125689283864491e-06,3.0,2.3835317974395717e-06,18,21
696,9.497165918161979e-06,4.0,2.05491070351303e-06,18,22
697,6.719850775385804e-06,5.0,7.78496461737076e-07,18,23
698,4.854417383535626e-06,6.082762530298219,1.1137427479965901e-06,18,24
699,3.5205159937386435e-06,5.0990195135927845,1.9945156238269707e-06,18,25
700,5.806543618229451e-06,4.123105625617661,1.511064191068528e-06,18,26
701,7.606180377750913e-06,3.1622776601683795,2.382108815195088e-06,18,27
702,1.6647431840639716e-05,2.23606797749979,1.2725273333985733e-06,18,28
703,0.00017770013437716555,1.4142135623730951,1.8415512138111812e-06,18,29
704,0.0010134185047180784,1.0,1.8667846952356975e-05,18,30
705,0.00017357259075217335,1.4142135623730951,6.506586083079281e-06,18,31
706,2.1125583009943096e-05,2.23606797749979,4.956514473521777e-06,18,32
707,9.483464478229157e-06,3.1622776601683795,1.2317447540657545e-06,18,33
708,5.650482877811466e-06,4.123105625617661,6.687723078273917e-07,18,34
709,7.352846149773773e-06,5.0990195135927845,1.4051747300406484e-06,18,35
710,5.210078132521571e-06,6.324555320336759,1.4116488669861407e-06,18,36
711,7.656127228194847e-06,5.385164807134504,3.061631294658465e-06,18,37
712,6.805418224871378e-06,4.47213595499958,2.4626750331739955e-06,18,38
713,6.18063575059942e-06,3.605551275463989,6.76021366638346e-07,18,39
714,7.652072218484628e-06,2.8284271247461903,1.881668477157726e-06,18,40
715,1.983570274171598e-05,2.23606797749979,2.8626230657321444e-06,18,41
716,1.7432607319096978e-05,2.0,2.3993813502217233e-06,18,42
717,1.4204326466759098e-05,2.23606797749979,1.6378949478390884e-06,18,43
718,7.635715406937152e-06,2.8284271247461903,2.088491992967517e-06,18,44
719,9.453405855150669e-06,3.605551275463989,3.0186169911356825e-06,18,45
720,1.1590812169271647e-05,4.47213595499958,3.6405448352861026e-06,18,46
721,4.988591738222161e-06,5.385164807134504,2.4336577377271617e-06,18,47
722,0.0009743226569663339,1.0,6.422170237792065e-06,19,20
723,1.2524320280427666e-05,2.0,7.320320694377294e-07,19,21
724,7.087355659561849e-06,3.0,5.432532460196075e-07,19,22
725,5.914292056303244e-06,4.0,4.2428723796160064e-07,19,23
726,3.7454063360483875e-06,7.0710678118654755,3.8190703774692536e-07,19,24
727,4.7273726502434605e-06,6.082762530298219,4.5684466691288186e-07,19,25
728,5.541360877912279e-06,5.0990195135927845,4.774484425888555e-07,19,26
729,7.633593622555278e-06,4.123105625617661,5.747788191362177e-07,19,27
730,5.969649203688072e-06,3.1622776601683795,4.3160375733042183e-07,19,28
731,1.201086877338077e-05,2.23606797749979,4.024059554714675e-07,19,29
732,0.00016590042652494733,1.4142135623730951,2.593072855273319e-06,19,30
733,0.0009767066313936764,1.0,6.14787639622799e-06,19,31
734,0.00014096091554933546,1.4142135623730951,2.496190975527248e-06,19,32
735,1.3017248538277157e-05,2.23606797749979,6.816394388962783e-07,19,33
736,8.494750350341907e-06,3.1622776601683795,4.96935918756423e-07,19,34
737,4.362946123819125e-06,4.123105625617661,4.1372121010155943e-07,19,35
738,2.5234739878763393e-06,7.280109889280518,3.2172102518585804e-07,19,36
739,5.266141027551073e-06,6.324555320336759,4.829028419757773e-07,19,37
740,5.342702068945357e-06,5.385164807134504,4.831450833390542e-07,19,38
741,6.768095446036525e-06,4.47213595499958,4.379330305544128e-07,19,39
742,5.3085892177146074e-06,3.605551275463989,4.710269567548429e-07,19,40
743,7.648677383846184e-06,2.8284271247461903,5.623519576540967e-07,19,41
744,1.2061509788517413e-05,2.23606797749979,6.974775266139313e-07,19,42
745,1.073879607060243e-05,2.0,6.299560207256302e-07,19,43
746,1.3617893974569232e-05,2.23606797749979,7.609773117928077e-07,19,44
747,7.138580661150652e-06,2.8284271247461903,5.595103085155247e-07,19,45
748,7.293670942130569e-06,3.605551275463989,5.675867578954983e-07,19,46
749,5.854769327859605e-06,4.47213595499958,5.088894205968222e-07,19,47
750,0.0010838025834297616,1.0,2.0458109575838972e-05,20,21
751,1.5249600280726065e-05,2.0,2.171130867073677e-06,20,22
752,7.546245584628366e-06,3.0,7.905747530303515e-07,20,23
753,2.358798289875545e-06,8.06225774829855,6.938529170228961e-07,20,24
754,2.2262831963153294e-06,7.0710678118654755,1.090821471170808e-06,20,25
755,3.2388960155572605e-06,6.082762530298219,9.580079897205894e-07,20,26
756,5.681011095637983e-06,5.0990195135927845,1.5626663396961184e-06,20,27
757,6.775559729801233e-06,4.123105625617661,7.75490334007774e-07,20,28
758,6.8679047014534345e-06,3.1622776601683795,3.586471909008126e-07,20,29
759,1.61790575588998e-05,2.23606797749979,2.0375788257629064e-06,20,30
760,0.00014380147101488886,1.4142135623730951,5.317372015470037e-06,20,31
761,0.0010647243314403794,1.0,2.402918249961515e-05,20,32
762,0.00014725096714499641,1.4142135623730951,4.51117480381027e-06,20,33
763,1.2783786545788493e-05,2.23606797749979,9.688309297954745e-07,20,34
764,7.597924469035602e-06,3.1622776601683795,1.2701127577568243e-06,20,35
765,1.101868240928719e-06,8.246211251235321,5.531981374928199e-07,20,36
766,4.219518626393903e-06,7.280109889280518,1.5298822062954762e-06,20,37
767,3.619269826834958e-06,6.324555320336759,1.3102682082585564e-06,20,38
768,2.917652082268766e-06,5.385164807134504,4.484135941009144e-07,20,39
769,5.0528951980653275e-06,4.47213595499958,1.2670890544473295e-06,20,40
770,7.404125138483136e-06,3.605551275463989,1.4742623971346847e-06,20,41
771,5.80202134811932e-06,2.8284271247461903,1.2022511591443044e-06,20,42
772,1.3472136571263812e-05,2.23606797749979,1.464572053869497e-06,20,43
773,1.555273274747848e-05,2.0,2.3839611087502255e-06,20,44
774,1.2937320598793874e-05,2.23606797749979,2.528564399389696e-06,20,45
775,4.962426973831026e-06,2.8284271247461903,1.6331442696799094e-06,20,46
776,1.1727853584535102e-05,3.605551275463989,2.532717658040287e-06,20,47
777,0.0010431381933986524,1.0,1.877896544643925e-05,21,22
778,1.2736632325311162e-05,2.0,1.0389424197634828e-06,21,23
779,2.5615823986043517e-06,9.055385138137417,7.44174955533756e-07,21,24
780,2.3215608130255304e-06,8.06225774829855,1.2057159690836582e-06,21,25
781,4.001554033503163e-06,7.0710678118654755,1.1087626331292328e-06,21,26
782,2.1060158521341977e-06,6.082762530298219,1.0129766295185522e-06,21,27
783,6.687387312903178e-06,5.0990195135927845,7.799724106590971e-07,21,28
784,5.62896602456462e-06,4.123105625617661,3.2552680542597317e-07,21,29
785,8.85988177738207e-06,3.1622776601683795,1.563811122033795e-06,21,30
786,1.0778038328896239e-05,2.23606797749979,1.4965199107754722e-06,21,31
787,0.00015705733214400983,1.4142135623730951,9.996551330565715e-06,21,32
788,0.0008684935475104065,1.0,1.1173350781105168e-05,21,33
789,0.00016354896418079365,1.4142135623730951,3.5009732811710295e-06,21,34
790,1.3716231030909415e-05,2.23606797749979,1.7584538270143645e-06,21,35
791,1.999306529087345e-06,9.219544457292887,7.752585386249619e-07,21,36
792,2.6587216476226653e-06,8.246211251235321,1.3187678530316495e-06,21,37
793,4.615685534871479e-06,7.280109889280518,1.586380945772085e-06,21,38
794,3.549132420580318e-06,6.324555320336759,4.993024221599839e-07,21,39
795,5.229288896496047e-06,5.385164807134504,1.3490912894301367e-06,21,40
796,5.958733246150068e-06,4.47213595499958,1.3791960415392786e-06,21,41
797,6.814153140348057e-06,3.605551275463989,1.3497927610464243e-06,21,42
798,8.093582688302785e-06,2.8284271247461903,1.1607785722722103e-06,21,43
799,9.004800880565678e-06,2.23606797749979,1.9122494458220592e-06,21,44
800,1.1380330909118759e-05,2.0,2.550528272402034e-06,21,45
801,8.674437263180156e-06,2.23606797749979,2.338295277619942e-06,21,46
802,1.0250030282567168e-05,2.8284271247461903,2.568047808354541e-06,21,47
803,0.0010661892058193261,1.0,9.261717264069702e-06,22,23
804,2.6161085470825163e-06,10.04987562112089,7.046806293687686e-07,22,24
805,3.3200305895915664e-06,9.055385138137417,1.2175049357527438e-06,22,25
806,4.3457213872659806e-06,8.06225774829855,1.0558941426210508e-06,22,26
807,2.4964234209953287e-06,7.0710678118654755,9.624150257167507e-07,22,27
808,6.012347974154238e-06,6.082762530298219,7.188399667051771e-07,22,28
809,5.117478342807062e-06,5.0990195135927845,3.085235872560891e-07,22,29
810,7.957350141038202e-06,4.123105625617661,1.3658002673296535e-06,22,30
811,6.82998007694063e-06,3.1622776601683795,1.1189160507443516e-06,22,31
812,1.9253515904037298e-05,2.23606797749979,2.948492226604555e-06,22,32
813,0.00016172480214212253,1.4142135623730951,4.6116843358546205e-06,22,33
814,0.0011385712427402512,1.0,9.02695907206046e-06,22,34
815,0.00017494722217656477,1.4142135623730951,5.8697001451757186e-06,22,35
816,2.3572917473230733e-06,10.198039027185569,7.706365728720815e-07,22,36
817,3.219437006202913e-06,9.219544457292887,1.2175983427815886e-06,22,37
818,2.222731489177095e-06,8.246211251235321,9.473019518228966e-07,22,38
819,3.3303016697564704e-06,7.280109889280518,4.731015003853261e-07,22,39
820,3.1419539998871783e-06,6.324555320336759,9.453154977092747e-07,22,40
821,5.545234888429747e-06,5.385164807134504,1.2119342503506394e-06,22,41
822,5.93000401603808e-06,4.47213595499958,1.1631839387420787e-06,22,42
823,8.051505898300353e-06,3.605551275463989,1.1003757490094625e-06,22,43
824,9.786256457589449e-06,2.8284271247461903,1.7752218144666623e-06,22,44
825,1.2622111067862275e-05,2.23606797749979,2.2970207230682493e-06,22,45
826,1.638236867698302e-05,2.0,2.7108409844473282e-06,22,46
827,1.7652836401663027e-05,2.23606797749979,2.834580779085767e-06,22,47
828,1.7278666540106758e-06,11.045361017187261,3.4997464655602395e-07,23,24
829,2.5234322896072874e-06,10.04987562112089,4.772599951373026e-07,23,25
830,3.3175639044865833e-06,9.055385138137417,5.103679684627865e-07,23,26
